Biosample,Accession,Species,Prophage count
SAMN28534419,CP181129.1,Staphylococcus aureus,0
SAMN28534419,CP181130.1,Staphylococcus aureus,0
SAMN28534399,CP181138.1,Staphylococcus aureus,3
SAMN28534399,CP181139.1,Staphylococcus aureus,0
SAMN46230714,CP181214.1,Enterococcus faecalis,2
SAMN46230714,CP181215.1,Enterococcus faecalis,0
SAMN46230713,CP181216.1,Enterococcus faecalis,1
SAMN46230713,CP181217.1,Enterococcus faecalis,0
SAMN46230713,CP181218.1,Enterococcus faecalis,0
SAMN46230713,CP181219.1,Enterococcus faecalis,0
SAMN46230712,CP181220.1,Enterococcus faecalis,1
SAMN46230712,CP181221.1,Enterococcus faecalis,0
SAMN46230710,CP181226.1,Enterococcus faecalis,2
SAMN46230710,CP181227.1,Enterococcus faecalis,0
SAMN46230710,CP181228.1,Enterococcus faecalis,0
SAMN46230709,CP181229.1,Enterococcus faecalis,1
SAMN46230709,CP181230.1,Enterococcus faecalis,0
SAMN46230709,CP181231.1,Enterococcus faecalis,0
SAMN46230709,CP181232.1,Enterococcus faecalis,0
SAMN46230709,CP181233.1,Enterococcus faecalis,0
SAMN46230707,CP181238.1,Enterococcus faecalis,1
SAMN46230707,CP181239.1,Enterococcus faecalis,0
SAMN46230707,CP181240.1,Enterococcus faecalis,0
SAMN46230707,CP181241.1,Enterococcus faecalis,0
SAMN46230707,CP181242.1,Enterococcus faecalis,0
SAMN46163080,CP181245.1,Neisseria spp,1
SAMN46143986,CP181371.1,Proteus spp,4
SAMN46143986,CP181372.1,Proteus spp,0
SAMN46143986,CP181373.1,Proteus spp,0
SAMN46143986,CP181374.1,Proteus spp,0
SAMN46506130,CP181479.1,Salmonella enterica,4
SAMN46506130,CP181480.1,Salmonella enterica,0
SAMN46506130,CP181481.1,Salmonella enterica,0
SAMN06330225,CP181503.1,Enterobacter spp,1
SAMN06330225,CP181504.1,Enterobacter spp,0
SAMN06330225,CP181505.1,Enterobacter spp,0
SAMN06330225,CP181506.1,Enterobacter spp,0
SAMN06330212,CP181507.1,Enterobacter spp,2
SAMN06330212,CP181508.1,Enterobacter spp,0
SAMN06330212,CP181509.1,Enterobacter spp,0
SAMN06330212,CP181510.1,Enterobacter spp,0
SAMN06330212,CP181511.1,Enterobacter spp,0
SAMN06330210,CP181512.1,Enterobacter spp,2
SAMN06330210,CP181513.1,Enterobacter spp,0
SAMN06330210,CP181514.1,Enterobacter spp,0
SAMN06330210,CP181515.1,Enterobacter spp,0
SAMN06330210,CP181516.1,Enterobacter spp,0
SAMN06330210,CP181517.1,Enterobacter spp,0
SAMN06330210,CP181518.1,Enterobacter spp,0
SAMN06330174,CP181524.1,Enterobacter spp,1
SAMN06330174,CP181525.1,Enterobacter spp,0
SAMN06330174,CP181526.1,Enterobacter spp,0
SAMN06330174,CP181527.1,Enterobacter spp,0
SAMN06330174,CP181528.1,Enterobacter spp,0
SAMN06330174,CP181529.1,Enterobacter spp,0
SAMN42539917,CP181616.1,Enterobacter spp,4
SAMN42539917,CP181617.1,Enterobacter spp,0
SAMN42539917,CP181618.1,Enterobacter spp,0
SAMN42539937,CP181657.1,Klebsiella pneumoniae,1
SAMN42539937,CP181658.1,Klebsiella pneumoniae,0
SAMN42539937,CP181659.1,Klebsiella pneumoniae,0
SAMN42540002,CP181668.1,Enterobacter spp,6
SAMN42540002,CP181669.1,Enterobacter spp,0
SAMN42539994,CP181672.1,Citrobacter spp,4
SAMN42539994,CP181673.1,Citrobacter spp,0
SAMN42539994,CP181674.1,Citrobacter spp,0
SAMN42539002,CP181752.1,Enterobacter spp,4
SAMN42539002,CP181753.1,Enterobacter spp,0
SAMN42539002,CP181754.1,Enterobacter spp,0
SAMN42539002,CP181755.1,Enterobacter spp,0
SAMN42540076,CP181762.1,Enterobacter spp,2
SAMN42540076,CP181763.1,Enterobacter spp,0
SAMN42540076,CP181764.1,Enterobacter spp,0
SAMN42539107,CP181839.1,Enterobacter spp,2
SAMN42539107,CP181840.1,Enterobacter spp,0
SAMN42539107,CP181841.1,Enterobacter spp,0
SAMN42539104,CP181842.1,Enterobacter spp,2
SAMN42539104,CP181843.1,Enterobacter spp,0
SAMN42539104,CP181844.1,Enterobacter spp,0
SAMN42539104,CP181845.1,Enterobacter spp,0
SAMN42539101,CP181846.1,Enterobacter spp,1
SAMN42539101,CP181847.1,Enterobacter spp,0
SAMN42539101,CP181848.1,Enterobacter spp,0
SAMN42539101,CP181849.1,Enterobacter spp,0
SAMN42539101,CP181850.1,Enterobacter spp,0
SAMN42539098,CP181851.1,Proteus spp,5
SAMN42539098,CP181852.1,Proteus spp,0
SAMN42539098,CP181853.1,Proteus spp,0
SAMN42539093,CP181857.1,Acinetobacter baumannii,1
SAMN42539093,CP181858.1,Acinetobacter baumannii,0
SAMN42539093,CP181859.1,Acinetobacter baumannii,0
SAMN42539090,CP181860.1,Enterobacter spp,2
SAMN42539090,CP181861.1,Enterobacter spp,0
SAMN42539090,CP181862.1,Enterobacter spp,0
SAMN42539090,CP181863.1,Enterobacter spp,0
SAMN42539089,CP181864.1,Enterobacter spp,2
SAMN42539089,CP181865.1,Enterobacter spp,0
SAMN42539087,CP181868.1,Enterobacter spp,2
SAMN42539087,CP181869.1,Enterobacter spp,0
SAMN42539175,CP181900.1,Enterobacter spp,4
SAMN42539175,CP181901.1,Enterobacter spp,0
SAMN42539175,CP181902.1,Enterobacter spp,0
SAMN42539186,CP181955.1,Pseudomonas aeruginosa,2
SAMN42539186,CP181956.1,Pseudomonas aeruginosa,0
SAMN42539184,CP181957.1,Citrobacter spp,5
SAMN42539184,CP181958.1,Citrobacter spp,0
SAMN42539184,CP181959.1,Citrobacter spp,0
SAMN42539184,CP181960.1,Citrobacter spp,0
SAMN42539204,CP181997.1,Morganella morganii,6
SAMN42539204,CP181998.1,Morganella morganii,0
SAMN42539262,CP182050.1,Klebsiella pneumoniae,1
SAMN42539262,CP182051.1,Klebsiella pneumoniae,0
SAMN42539262,CP182052.1,Klebsiella pneumoniae,0
SAMN42539252,CP182066.1,Enterobacter spp,3
SAMN42539252,CP182067.1,Enterobacter spp,0
SAMN42539252,CP182068.1,Enterobacter spp,0
SAMN42539252,CP182069.1,Enterobacter spp,0
SAMN42539270,CP182094.1,Enterobacter spp,2
SAMN42539270,CP182095.1,Enterobacter spp,0
SAMN46348932,CP182120.1,Salmonella enterica,5
SAMN46348932,CP182121.1,Salmonella enterica,0
SAMN46349329,CP182122.1,Salmonella enterica,5
SAMN46349329,CP182123.1,Salmonella enterica,0
SAMN46349329,CP182124.1,Salmonella enterica,0
SAMN46349329,CP182125.1,Salmonella enterica,0
SAMN46349329,CP182126.1,Salmonella enterica,0
SAMN46349329,CP182127.1,Salmonella enterica,0
SAMN44269493,CP182241.1,Enterobacter spp,2
SAMN46862938,CP182513.1,Campylobacter spp,0
SAMN46862940,CP182514.1,Staphylococcus aureus,1
SAMN46862834,CP182694.1,Klebsiella pneumoniae,1
SAMN46862834,CP182695.1,Klebsiella pneumoniae,0
SAMN46862834,CP182696.1,Klebsiella pneumoniae,0
SAMN46862830,CP182700.1,Klebsiella pneumoniae,4
SAMN46862830,CP182701.1,Klebsiella pneumoniae,0
SAMN46968739,CP182884.1,Klebsiella pneumoniae,0
SAMN46968739,CP182885.1,Klebsiella pneumoniae,0
SAMN46188678,CP182926.1,Citrobacter spp,5
SAMN46188678,CP182927.1,Citrobacter spp,0
SAMN46188678,CP182928.1,Citrobacter spp,0
SAMN46188678,CP182929.1,Citrobacter spp,0
SAMN46188678,CP182930.1,Citrobacter spp,0
SAMN46188678,CP182931.1,Citrobacter spp,0
SAMN46188678,CP182932.1,Citrobacter spp,0
SAMN46188680,CP183032.1,Enterobacter spp,6
SAMN46188680,CP183033.1,Enterobacter spp,0
SAMN46188680,CP183034.1,Enterobacter spp,0
SAMN46474823,CP183218.1,Serratia spp,1
SAMN46474823,CP183219.1,Serratia spp,0
SAMN46474823,CP183220.1,Serratia spp,0
SAMN46474946,CP183221.1,Serratia spp,1
SAMN46474822,CP183242.1,Serratia spp,5
SAMN46474822,CP183243.1,Serratia spp,0
SAMN46474952,CP183244.1,Serratia spp,2
SAMN46474773,CP183288.1,Serratia spp,2
SAMN46474773,CP183289.1,Serratia spp,0
SAMN46474773,CP183290.1,Serratia spp,0
SAMN46474773,CP183291.1,Serratia spp,0
SAMN46474961,CP183417.1,Serratia spp,3
SAMN47217336,CP183425.1,Serratia spp,1
SAMN47234339,CP183849.1,Enterobacter spp,5
SAMN47234339,CP183850.1,Enterobacter spp,0
SAMN47234339,CP183851.1,Enterobacter spp,0
SAMN47234339,CP183852.1,Enterobacter spp,0
SAMN47234532,CP183859.1,Enterobacter spp,5
SAMN47234532,CP183860.1,Enterobacter spp,0
SAMN47234532,CP183861.1,Enterobacter spp,0
SAMN47234532,CP183862.1,Enterobacter spp,0
SAMN47234532,CP183863.1,Enterobacter spp,0
SAMN47234532,CP183864.1,Enterobacter spp,0
SAMN46716648,CP184234.1,Enterococcus faecium,2
SAMN46716648,CP184235.1,Enterococcus faecium,0
SAMN46716648,CP184236.1,Enterococcus faecium,0
SAMN46716648,CP184237.1,Enterococcus faecium,0
SAMN46716648,CP184238.1,Enterococcus faecium,0
SAMN47309156,CP184549.1,Staphylococcus aureus,1
SAMN47309156,CP184550.1,Staphylococcus aureus,0
SAMN44464164,CP184583.1,Acinetobacter baumannii,2
SAMN44464164,CP184584.1,Acinetobacter baumannii,0
SAMN44464159,CP184593.1,Acinetobacter baumannii,2
SAMN44464159,CP184594.1,Acinetobacter baumannii,0
SAMN47081167,CP184642.1,Pseudomonas aeruginosa,6
SAMN37453706,CP184803.1,Vibrio cholerae,0
SAMN37453706,CP184804.1,Vibrio cholerae,0
SAMN37722528,CP184805.1,Vibrio cholerae,0
SAMN37722528,CP184806.1,Vibrio cholerae,0
SAMN37722527,CP184807.1,Vibrio cholerae,0
SAMN37722527,CP184808.1,Vibrio cholerae,0
SAMN38197351,CP184809.1,Vibrio cholerae,0
SAMN38197351,CP184810.1,Vibrio cholerae,0
SAMN42382016,CP184877.1,Serratia spp,4
SAMN42382016,CP184878.1,Serratia spp,0
SAMN47402713,CP184879.1,Salmonella enterica,2
SAMN47402713,CP184880.1,Salmonella enterica,0
SAMN47402713,CP184881.1,Salmonella enterica,0
SAMN47402713,CP184882.1,Salmonella enterica,0
SAMN47164845,CP185056.1,Klebsiella pneumoniae,0
SAMN47164845,CP185057.1,Klebsiella pneumoniae,0
SAMN47164845,CP185058.1,Klebsiella pneumoniae,2
SAMN47164853,CP185080.1,Klebsiella pneumoniae,0
SAMN47164853,CP185081.1,Klebsiella pneumoniae,0
SAMN47164853,CP185082.1,Klebsiella pneumoniae,3
SAMN47164876,CP185155.1,Klebsiella pneumoniae,3
SAMN47164876,CP185156.1,Klebsiella pneumoniae,0
SAMN47164876,CP185157.1,Klebsiella pneumoniae,0
SAMN47164886,CP185191.1,Klebsiella pneumoniae,4
SAMN47164886,CP185192.1,Klebsiella pneumoniae,0
SAMN47164886,CP185193.1,Klebsiella pneumoniae,0
SAMN47164900,CP185232.1,Klebsiella pneumoniae,3
SAMN47164900,CP185233.1,Klebsiella pneumoniae,0
SAMN47164900,CP185234.1,Klebsiella pneumoniae,0
SAMN47436145,CP185285.1,Streptococcus pneumoniae,0
SAMN47438240,CP185292.1,Proteus spp,3
SAMN47438240,CP185293.1,Proteus spp,0
SAMN45816678,CP185772.1,Acinetobacter baumannii,1
SAMN47485640,CP185780.1,Enterococcus faecalis,0
SAMN47543059,CP185808.1,Salmonella enterica,6
SAMN47543059,CP185809.1,Salmonella enterica,0
SAMN47543059,CP185810.1,Salmonella enterica,0
SAMN47543059,CP185811.1,Salmonella enterica,0
SAMN47379534,CP185855.1,Neisseria spp,0
SAMN47379564,CP185858.1,Neisseria spp,2
SAMN47236037,CP186004.1,Bacillus subtilis,2
SAMN47329967,CP186042.1,Citrobacter spp,7
SAMN47329967,CP186043.1,Citrobacter spp,0
SAMN47329967,CP186044.1,Citrobacter spp,0
SAMN47329967,CP186045.1,Citrobacter spp,0
SAMN47329967,CP186046.1,Citrobacter spp,0
SAMN47329967,CP186047.1,Citrobacter spp,0
SAMN47329967,CP186048.1,Citrobacter spp,0
SAMN47329967,CP186049.1,Citrobacter spp,0
SAMN47329967,CP186050.1,Citrobacter spp,0
SAMN44266161,CP186367.1,Klebsiella pneumoniae,0
SAMN44266161,CP186368.1,Klebsiella pneumoniae,0
SAMN44266161,CP186369.1,Klebsiella pneumoniae,0
SAMN44266161,CP186370.1,Klebsiella pneumoniae,2
SAMN44266161,CP186371.1,Klebsiella pneumoniae,0
SAMN44266161,CP186372.1,Klebsiella pneumoniae,0
SAMN47743198,CP186539.1,Proteus spp,5
SAMN47433515,CP186928.1,Serratia spp,2
SAMN47433515,CP186929.1,Serratia spp,0
SAMN47433515,CP186930.1,Serratia spp,0
SAMN47823672,CP187118.1,Citrobacter spp,5
SAMN47823672,CP187119.1,Citrobacter spp,0
SAMN47823672,CP187120.1,Citrobacter spp,0
SAMN47823672,CP187121.1,Citrobacter spp,0
SAMN47732629,CP187263.1,Streptococcus agalactiae,0
SAMN47732628,CP187264.1,Streptococcus agalactiae,0
SAMN47784081,CP187269.1,Pseudomonas aeruginosa,3
SAMN47784078,CP187272.1,Pseudomonas aeruginosa,3
SAMN48002405,CP187577.1,Bacillus subtilis,2
SAMN48002405,CP187578.1,Bacillus subtilis,0
SAMN48008029,CP187579.1,Acinetobacter baumannii,4
SAMN48008029,CP187580.1,Acinetobacter baumannii,0
SAMN48008029,CP187581.1,Acinetobacter baumannii,0
SAMN48008029,CP187582.1,Acinetobacter baumannii,0
SAMN46777069,CP187730.1,Pseudomonas aeruginosa,5
SAMN46777069,CP187731.1,Pseudomonas aeruginosa,0
SAMN48049884,CP187944.1,Proteus spp,4
SAMN48076195,CP188116.1,Bacillus subtilis,2
SAMN47804650,CP188268.1,Helicobacter pylori,0
SAMN48110907,CP188291.1,Acinetobacter baumannii,0
SAMN48110907,CP188292.1,Acinetobacter baumannii,0
SAMN48110907,CP188293.1,Acinetobacter baumannii,0
SAMN48140729,CP189712.1,Enterococcus faecium,1
SAMN48140729,CP189713.1,Enterococcus faecium,0
SAMN48140729,CP189714.1,Enterococcus faecium,0
SAMN48140729,CP189715.1,Enterococcus faecium,0
SAMN48179116,CP189754.1,Proteus spp,4
SAMN48179135,CP189755.1,Proteus spp,4
SAMN48179157,CP189757.1,Proteus spp,2
SAMN48179273,CP189758.1,Proteus spp,4
SAMN48176790,CP189768.1,Proteus spp,3
SAMN48176839,CP189769.1,Proteus spp,3
SAMN48176840,CP189770.1,Proteus spp,5
SAMN48177063,CP189771.1,Proteus spp,3
SAMN48177285,CP189772.1,Proteus spp,3
SAMN48177315,CP189773.1,Proteus spp,3
SAMN48175400,CP189777.1,Proteus spp,5
SAMN48147354,CP189877.1,Salmonella enterica,0
SAMN48147354,CP189878.1,Salmonella enterica,0
SAMN48147354,CP189879.1,Salmonella enterica,6
SAMN48265412,CP189885.1,Enterobacter spp,4
SAMN48265412,CP189886.1,Enterobacter spp,0
SAMN48265412,CP189887.1,Enterobacter spp,0
SAMN41936526,CP190370.1,Acinetobacter baumannii,1
SAMN41936526,CP190371.1,Acinetobacter baumannii,1
SAMN41936526,CP190372.1,Acinetobacter baumannii,0
SAMN41936526,CP190373.1,Acinetobacter baumannii,0
SAMN41936526,CP190374.1,Acinetobacter baumannii,0
SAMN41934855,CP190387.1,Acinetobacter baumannii,3
SAMN41934855,CP190388.1,Acinetobacter baumannii,0
SAMN48324061,CP190400.1,Enterococcus faecium,2
SAMN48324061,CP190401.1,Enterococcus faecium,0
SAMN48324061,CP190402.1,Enterococcus faecium,0
SAMN48373674,CP191185.1,Enterobacter spp,1
SAMN48373674,CP191186.1,Enterobacter spp,0
SAMN48131564,CP191190.1,Streptococcus agalactiae,2
SAMN48131565,CP191191.1,Streptococcus agalactiae,2
SAMN48131567,CP191192.1,Streptococcus agalactiae,2
SAMN48131568,CP191193.1,Streptococcus agalactiae,2
SAMN48131569,CP191194.1,Streptococcus agalactiae,3
SAMN48131570,CP191195.1,Streptococcus agalactiae,3
SAMN48131571,CP191196.1,Streptococcus agalactiae,2
SAMN48131572,CP191197.1,Streptococcus agalactiae,2
SAMN48131573,CP191198.1,Streptococcus agalactiae,2
SAMN48131574,CP191199.1,Streptococcus agalactiae,2
SAMN48251357,CP191236.1,Staphylococcus aureus,3
SAMN48251357,CP191237.1,Staphylococcus aureus,0
SAMN48287891,CP191244.1,Acinetobacter baumannii,2
SAMN48287891,CP191245.1,Acinetobacter baumannii,0
SAMN48287891,CP191246.1,Acinetobacter baumannii,0
SAMN48287891,CP191247.1,Acinetobacter baumannii,0
SAMN48387115,CP191283.1,Enterococcus faecalis,2
SAMN48387115,CP191284.1,Enterococcus faecalis,0
SAMN48387111,CP191290.1,Enterococcus faecalis,2
SAMN48387106,CP191302.1,Enterococcus faecalis,1
SAMN48387106,CP191303.1,Enterococcus faecalis,0
SAMN48387106,CP191304.1,Enterococcus faecalis,0
SAMN48387105,CP191305.1,Enterococcus faecalis,1
SAMN48387105,CP191306.1,Enterococcus faecalis,0
SAMN48387105,CP191307.1,Enterococcus faecalis,0
SAMN48387105,CP191308.1,Enterococcus faecalis,0
SAMN48387104,CP191309.1,Enterococcus faecalis,3
SAMN48387104,CP191310.1,Enterococcus faecalis,0
SAMN48387104,CP191311.1,Enterococcus faecalis,0
SAMN48387104,CP191312.1,Enterococcus faecalis,0
SAMN48387103,CP191313.1,Enterococcus faecalis,1
SAMN48387103,CP191314.1,Enterococcus faecalis,0
SAMN48387103,CP191315.1,Enterococcus faecalis,0
SAMN48387103,CP191316.1,Enterococcus faecalis,0
SAMN48387103,CP191317.1,Enterococcus faecalis,0
SAMN48387103,CP191318.1,Enterococcus faecalis,0
SAMN48439641,CP191367.1,Vibrio cholerae,0
SAMN48439641,CP191368.1,Vibrio cholerae,0
SAMN48433961,CP191461.1,Serratia spp,5
SAMN48433961,CP191462.1,Serratia spp,0
SAMN48433961,CP191463.1,Serratia spp,0
SAMN47409569,CP191542.1,Proteus spp,3
SAMN47409569,CP191543.1,Proteus spp,0
SAMN48311433,CP191634.1,Acinetobacter baumannii,5
SAMN48311433,CP191635.1,Acinetobacter baumannii,0
SAMN48311433,CP191636.1,Acinetobacter baumannii,0
SAMN48311433,CP191637.1,Acinetobacter baumannii,0
SAMN48330209,CP191658.1,Acinetobacter baumannii,3
SAMN48330209,CP191659.1,Acinetobacter baumannii,0
SAMN48330209,CP191660.1,Acinetobacter baumannii,0
SAMN48330209,CP191661.1,Acinetobacter baumannii,0
SAMN48541670,CP191789.1,Enterococcus faecium,0
SAMN48541670,CP191790.1,Enterococcus faecium,0
SAMN48541670,CP191791.1,Enterococcus faecium,0
SAMN48541670,CP191792.1,Enterococcus faecium,0
SAMN48541670,CP191793.1,Enterococcus faecium,0
SAMN48541670,CP191794.1,Enterococcus faecium,0
SAMN48541670,CP191795.1,Enterococcus faecium,0
SAMN48541670,CP191796.1,Enterococcus faecium,0
SAMN48541670,CP191797.1,Enterococcus faecium,0
SAMN48541670,CP191798.1,Enterococcus faecium,0
SAMN48537162,CP192213.1,Staphylococcus aureus,2
SAMN48537165,CP192214.1,Staphylococcus aureus,2
SAMN38505510,CP192222.1,Enterobacter spp,6
SAMN38505510,CP192223.1,Enterobacter spp,0
SAMN38505510,CP192224.1,Enterobacter spp,0
SAMN38505510,CP192225.1,Enterobacter spp,0
SAMN38505510,CP192226.1,Enterobacter spp,0
SAMN38505510,CP192227.1,Enterobacter spp,0
SAMN48528241,CP192230.1,Enterococcus faecium,0
SAMN48528241,CP192231.1,Enterococcus faecium,0
SAMN48528241,CP192232.1,Enterococcus faecium,0
SAMN48528241,CP192233.1,Enterococcus faecium,0
SAMN48528241,CP192234.1,Enterococcus faecium,0
SAMN48528241,CP192235.1,Enterococcus faecium,0
SAMN48528241,CP192236.1,Enterococcus faecium,0
SAMN48528241,CP192237.1,Enterococcus faecium,0
SAMN48528241,CP192238.1,Enterococcus faecium,0
SAMN48528241,CP192239.1,Enterococcus faecium,0
SAMN48599184,CP192440.1,Bacillus subtilis,1
SAMN47409567,CP192503.1,Proteus spp,2
SAMN47409567,CP192504.1,Proteus spp,0
SAMN47409568,CP192505.1,Proteus spp,3
SAMN47409568,CP192506.1,Proteus spp,0
SAMN48627459,CP192508.2,Serratia spp,4
SAMN48692201,CP192613.1,Enterococcus faecium,2
SAMN48692201,CP192614.1,Enterococcus faecium,0
SAMN48692201,CP192615.1,Enterococcus faecium,0
SAMN48692201,CP192616.1,Enterococcus faecium,0
SAMN48692201,CP192617.1,Enterococcus faecium,0
SAMN48692201,CP192618.1,Enterococcus faecium,0
SAMN48403495,CP192817.1,Staphylococcus aureus,3
SAMN48403495,CP192818.1,Staphylococcus aureus,0
SAMN48403503,CP192834.1,Staphylococcus aureus,0
SAMN48403503,CP192835.1,Staphylococcus aureus,2
SAMN48673917,CP193906.1,Pseudomonas aeruginosa,4
SAMN48634510,CP193956.1,Salmonella enterica,4
SAMN48634510,CP193957.1,Salmonella enterica,0
SAMN48480600,CP193986.1,Serratia spp,5
SAMN48480601,CP193987.1,Serratia spp,5
SAMN48480602,CP193988.1,Serratia spp,5
SAMN48529848,CP193989.1,Klebsiella pneumoniae,2
SAMN48529848,CP193990.1,Klebsiella pneumoniae,0
SAMN48529849,CP193991.1,Klebsiella pneumoniae,5
SAMN48529849,CP193992.1,Klebsiella pneumoniae,0
SAMN48529849,CP193993.1,Klebsiella pneumoniae,0
SAMN48529850,CP193994.1,Klebsiella pneumoniae,5
SAMN48529850,CP193995.1,Klebsiella pneumoniae,0
SAMN48529850,CP193996.1,Klebsiella pneumoniae,0
SAMN48529850,CP193997.1,Klebsiella pneumoniae,0
SAMN48800047,CP194217.1,Bacillus subtilis,2
SAMN48800046,CP194218.1,Bacillus subtilis,2
SAMN48785412,CP194220.1,Enterococcus faecalis,2
SAMN48785412,CP194221.1,Enterococcus faecalis,0
SAMN48785412,CP194222.1,Enterococcus faecalis,0
SAMN48785412,CP194223.1,Enterococcus faecalis,0
SAMN48785412,CP194224.1,Enterococcus faecalis,0
SAMN48627458,CP194226.1,Serratia spp,4
SAMN48737546,CP194263.1,Salmonella enterica,3
SAMN48737546,CP194264.1,Salmonella enterica,0
SAMN48737546,CP194265.1,Salmonella enterica,0
SAMN48737546,CP194266.1,Salmonella enterica,0
SAMN48737546,CP194267.1,Salmonella enterica,0
SAMN48762826,CP194345.1,Citrobacter spp,4
SAMN48696004,CP194356.1,Morganella morganii,3
SAMN48554265,CP194385.1,Acinetobacter baumannii,4
SAMN44771345,CP194674.1,Vibrio cholerae,0
SAMN44771345,CP194675.1,Vibrio cholerae,0
SAMN44771345,CP194676.1,Vibrio cholerae,0
SAMN48924555,CP194919.1,Citrobacter spp,5
SAMN48924555,CP194920.1,Citrobacter spp,0
SAMN48924555,CP194921.1,Citrobacter spp,0
SAMN48924555,CP194922.1,Citrobacter spp,0
SAMN48924555,CP194923.1,Citrobacter spp,0
SAMN48924555,CP194924.1,Citrobacter spp,0
SAMN48924555,CP194925.1,Citrobacter spp,0
SAMN48924555,CP194926.1,Citrobacter spp,0
SAMN49463586,CP195229.1,Serratia spp,1
SAMN49510496,CP195298.1,Enterococcus faecium,0
SAMN49510496,CP195299.1,Enterococcus faecium,0
SAMN49510496,CP195300.1,Enterococcus faecium,0
SAMN49510496,CP195301.1,Enterococcus faecium,0
SAMN49510496,CP195302.1,Enterococcus faecium,0
SAMN48941823,CP195313.1,Enterococcus faecalis,0
SAMN49607949,CP195320.1,Pseudomonas aeruginosa,6
SAMN49607935,CP195324.1,Pseudomonas aeruginosa,6
SAMN49607935,CP195325.1,Pseudomonas aeruginosa,0
SAMN49276936,CP195633.1,Pseudomonas aeruginosa,4
SAMN49276936,CP195634.1,Pseudomonas aeruginosa,0
SAMN49672667,CP195675.1,Acinetobacter baumannii,3
SAMN49672667,CP195676.1,Acinetobacter baumannii,0
SAMN49672667,CP195677.1,Acinetobacter baumannii,0
SAMN49672667,CP195678.1,Acinetobacter baumannii,0
SAMN49672662,CP195693.1,Acinetobacter baumannii,2
SAMN49672662,CP195694.1,Acinetobacter baumannii,0
SAMN49672661,CP195695.1,Acinetobacter baumannii,1
SAMN49672661,CP195696.1,Acinetobacter baumannii,0
SAMN49672661,CP195697.1,Acinetobacter baumannii,0
SAMN49672660,CP195698.1,Acinetobacter baumannii,1
SAMN49672660,CP195699.1,Acinetobacter baumannii,0
SAMN49672657,CP195705.1,Acinetobacter baumannii,3
SAMN49672657,CP195706.1,Acinetobacter baumannii,0
SAMN49880609,CP195881.1,Staphylococcus aureus,2
SAMN49880609,CP195882.1,Staphylococcus aureus,0
SAMN49275896,CP195991.1,Acinetobacter baumannii,3
SAMN49275896,CP195992.1,Acinetobacter baumannii,1
SAMN49275896,CP195993.1,Acinetobacter baumannii,0
SAMN49745972,CP195994.1,Acinetobacter baumannii,1
SAMN49745972,CP195995.1,Acinetobacter baumannii,0
SAMN49745971,CP195996.1,Acinetobacter baumannii,2
SAMN49745971,CP195997.1,Acinetobacter baumannii,0
SAMN49745971,CP195998.1,Acinetobacter baumannii,0
SAMN49745971,CP195999.1,Acinetobacter baumannii,0
SAMN49745971,CP196000.1,Acinetobacter baumannii,0
SAMN49815919,CP196011.1,Enterococcus faecalis,2
SAMN49815919,CP196012.1,Enterococcus faecalis,0
SAMN49815919,CP196013.1,Enterococcus faecalis,0
SAMN49815919,CP196014.1,Enterococcus faecalis,0
SAMN49815919,CP196015.1,Enterococcus faecalis,0
SAMN49947234,CP196035.1,Enterococcus faecium,2
SAMN49947234,CP196036.1,Enterococcus faecium,0
SAMN49947234,CP196037.1,Enterococcus faecium,0
SAMN49947234,CP196038.1,Enterococcus faecium,0
SAMN49947234,CP196039.1,Enterococcus faecium,0
SAMN49815850,CP196195.1,Proteus spp,5
SAMN49815850,CP196196.1,Proteus spp,0
SAMN49815850,CP196197.1,Proteus spp,0
SAMN49815850,CP196198.1,Proteus spp,0
SAMN49815850,CP196199.1,Proteus spp,0
SAMN49815850,CP196200.1,Proteus spp,0
SAMN49815849,CP196207.1,Proteus spp,2
SAMN49815849,CP196208.1,Proteus spp,0
SAMN49815849,CP196209.1,Proteus spp,0
SAMN49815849,CP196210.1,Proteus spp,0
SAMN49815532,CP196282.1,Enterobacter spp,4
SAMN49815532,CP196283.1,Enterobacter spp,0
SAMN49815532,CP196284.1,Enterobacter spp,0
SAMN48998441,CP196503.1,Serratia spp,2
SAMN48998441,CP196504.1,Serratia spp,0
SAMN48998442,CP196505.1,Serratia spp,1
SAMN48998442,CP196506.1,Serratia spp,0
SAMN48998443,CP196510.1,Serratia spp,1
SAMN48998443,CP196511.1,Serratia spp,0
SAMN48998444,CP196512.1,Serratia spp,1
SAMN48998444,CP196513.1,Serratia spp,0
SAMN48998445,CP196517.1,Serratia spp,1
SAMN48998447,CP196529.1,Serratia spp,1
SAMN48998448,CP196531.1,Serratia spp,0
SAMN48998448,CP196532.1,Serratia spp,0
SAMN48998448,CP196533.1,Serratia spp,0
SAMN48998456,CP196534.1,Serratia spp,1
SAMN48998450,CP196541.1,Serratia spp,4
SAMN48998450,CP196542.1,Serratia spp,0
SAMN48998454,CP196543.1,Serratia spp,0
SAMN48998451,CP196545.1,Serratia spp,4
SAMN48998451,CP196546.1,Serratia spp,0
SAMN49713707,CP196621.1,Vibrio cholerae,2
SAMN49713707,CP196622.1,Vibrio cholerae,1
SAMN49713706,CP196623.1,Vibrio cholerae,2
SAMN49713706,CP196624.1,Vibrio cholerae,1
SAMN49713705,CP196625.1,Vibrio cholerae,2
