accession	seq_name	amidase_count	lysozyme_count	total_count
CP087340.1_virus_genes.tsv	ENA|CP087340|CP087340.1|provirus_691982_720899	0	0	0
CP010282.1_virus_genes.tsv	ENA|CP010282|CP010282.1|provirus_4389426_4421269	1	1	2
CP183244.1_virus_genes.tsv	ENA|CP183244|CP183244.1|provirus_1894739_1929622	1	1	2
CP182120.1_virus_genes.tsv	ENA|CP182120|CP182120.1|provirus_1119947_1154677	1	1	2
CP166046.1_virus_genes.tsv	ENA|CP166046|CP166046.1|provirus_2080472_2121593	0	0	0
CP038656.1_virus_genes.tsv	ENA|CP038656|CP038656.1|provirus_3733066_3771731	1	1	2
CP135740.1_virus_genes.tsv	ENA|CP135740|CP135740.1|provirus_752994_787733	1	0	1
CP091889.1_virus_genes.tsv	ENA|CP091889|CP091889.1|provirus_1078525_1118052	0	0	0
CP073244.1_virus_genes.tsv	ENA|CP073244|CP073244.1|provirus_1366319_1379293	0	0	0
CP044437.1_virus_genes.tsv	ENA|CP044437|CP044437.1|provirus_1843497_1856984	0	0	0
CP181752.1_virus_genes.tsv	ENA|CP181752|CP181752.1|provirus_1621646_1665450	1	1	2
CP147598.1_virus_genes.tsv	ENA|CP147598|CP147598.1	0	0	0
CP159161.1_virus_genes.tsv	ENA|CP159161|CP159161.1|provirus_2289006_2335113	0	0	0
CP006245.1_virus_genes.tsv	ENA|CP006245|CP006245.1|provirus_2924642_2983263	0	0	0
CP088200.1_virus_genes.tsv	ENA|CP088200|CP088200.1|provirus_1792680_1829886	0	0	0
CP051310.1_virus_genes.tsv	ENA|CP051310|CP051310.1|provirus_668293_697950	0	0	0
AP025815.1_virus_genes.tsv	ENA|AP025815|AP025815.1|provirus_920711_941628	1	1	2
CP053684.1_virus_genes.tsv	ENA|CP053684|CP053684.1|provirus_2927338_2958272	0	0	0
CP022663.1_virus_genes.tsv	ENA|CP022663|CP022663.1|provirus_1603398_1641615	0	0	0
CP076739.1_virus_genes.tsv	ENA|CP076739|CP076739.1|provirus_2773939_2830724	0	1	1
CP016762.1_virus_genes.tsv	ENA|CP016762|CP016762.1|provirus_2153975_2205761	1	1	2
CP120859.1_virus_genes.tsv	ENA|CP120859|CP120859.1|provirus_3245060_3328785	0	0	0
CP101835.1_virus_genes.tsv	ENA|CP101835|CP101835.1|provirus_3044115_3084487	1	1	2
CP076821.1_virus_genes.tsv	ENA|CP076821|CP076821.1|provirus_1487930_1556669	0	1	1
CP091889.1_virus_genes.tsv	ENA|CP091889|CP091889.1|provirus_2655124_2694370	0	0	0
CP090244.1_virus_genes.tsv	ENA|CP090244|CP090244.1|provirus_2001540_2046696	1	1	2
CP058149.1_virus_genes.tsv	ENA|CP058149|CP058149.1|provirus_405454_439954	0	0	0
LS992183.1_virus_genes.tsv	ENA|LS992183|LS992183.1|provirus_2754666_2800190	0	0	0
CP034039.1_virus_genes.tsv	ENA|CP034039|CP034039.1|provirus_1324186_1377397	1	0	1
CP007491.1_virus_genes.tsv	ENA|CP007491|CP007491.1|provirus_920685_936418	0	0	0
CP043812.1_virus_genes.tsv	ENA|CP043812|CP043812.1|provirus_1133479_1176900	0	0	0
CP136169.1_virus_genes.tsv	ENA|CP136169|CP136169.1|provirus_990645_1040593	0	0	0
CP069980.1_virus_genes.tsv	ENA|CP069980|CP069980.1|provirus_2_8103	0	0	0
CP150657.1_virus_genes.tsv	ENA|CP150657|CP150657.1|provirus_2384195_2391414	0	0	0
CP066833.1_virus_genes.tsv	ENA|CP066833|CP066833.1|provirus_1097509_1149332	1	1	2
CP035451.1_virus_genes.tsv	ENA|CP035451|CP035451.1|provirus_737963_782388	1	0	1
AP025830.1_virus_genes.tsv	ENA|AP025830|AP025830.1|provirus_3948174_3980010	1	1	2
CP026059.1_virus_genes.tsv	ENA|CP026059|CP026059.1|provirus_2277609_2308607	0	0	0
JBSUGK000000000_virus_genes.tsv	ENA|JBSUGK010000001|JBSUGK010000001.1|provirus_598103_629678	1	1	2
CP135774.1_virus_genes.tsv	ENA|CP135774|CP135774.1|provirus_659607_700717	1	1	2
CP053615.1_virus_genes.tsv	ENA|CP053615|CP053615.1|provirus_897344_908934	0	0	0
CP017152.1_virus_genes.tsv	ENA|CP017152|CP017152.1|provirus_1881461_1918955	0	0	0
CP184593.1_virus_genes.tsv	ENA|CP184593|CP184593.1|provirus_1513641_1564035	0	1	1
CP102121.1_virus_genes.tsv	ENA|CP102121|CP102121.1|provirus_1743155_1783113	0	0	0
CP045110.1_virus_genes.tsv	ENA|CP045110|CP045110.1|provirus_2761519_2810280	1	1	2
CP008929.1_virus_genes.tsv	ENA|CP008929|CP008929.1|provirus_3796931_3838113	0	0	0
CP171674.1_virus_genes.tsv	ENA|CP171674|CP171674.1|provirus_1532324_1554410	0	0	0
CP018925.1_virus_genes.tsv	ENA|CP018925|CP018925.1|provirus_1908909_1944838	0	0	0
AP027185.1_virus_genes.tsv	ENA|AP027185|AP027185.1|provirus_3678893_3739133	1	1	2
CP172376.1_virus_genes.tsv	ENA|CP172376|CP172376.1|provirus_1335274_1372358	0	0	0
CP102993.1_virus_genes.tsv	ENA|CP102993|CP102993.1|provirus_3886351_3936352	1	1	2
CP066138.1_virus_genes.tsv	ENA|CP066138|CP066138.1|provirus_2789099_2833531	1	1	2
CP056809.1_virus_genes.tsv	ENA|CP056809|CP056809.1|provirus_2078721_2125920	0	0	0
CP018917.1_virus_genes.tsv	ENA|CP018917|CP018917.1|provirus_1386944_1431208	1	1	2
CP145035.1_virus_genes.tsv	ENA|CP145035|CP145035.1|provirus_1124634_1164945	0	0	0
CP142393.1_virus_genes.tsv	ENA|CP142393|CP142393.1|provirus_3961479_3972737	0	0	0
CP172115.1_virus_genes.tsv	ENA|CP172115|CP172115.1|provirus_1784318_1840537	1	1	2
CP098444.1_virus_genes.tsv	ENA|CP098444|CP098444.1|provirus_3991023_4038539	1	1	2
CP069522.1_virus_genes.tsv	ENA|CP069522|CP069522.1|provirus_1_57608	0	0	0
CP033822.1_virus_genes.tsv	ENA|CP033822|CP033822.1|provirus_369299_434983	0	0	0
CP003351.2_virus_genes.tsv	ENA|CP003351|CP003351.2|provirus_814015_854036	0	0	0
CP181857.1_virus_genes.tsv	ENA|CP181857|CP181857.1|provirus_1206324_1243569	1	1	2
AP028604.1_virus_genes.tsv	ENA|AP028604|AP028604.1|provirus_11616_93675	0	0	0
CP114085.1_virus_genes.tsv	ENA|CP114085|CP114085.1|provirus_2602411_2663113	0	0	0
CP027390.1_virus_genes.tsv	ENA|CP027390|CP027390.1|provirus_3204545_3243439	1	1	2
CP019189.1_virus_genes.tsv	ENA|CP019189|CP019189.1|provirus_3115480_3163543	1	1	2
JBREXS000000000_virus_genes.tsv	ENA|JBREXS010000001|JBREXS010000001.1|provirus_4789703_4835881	1	1	2
CP175239.1_virus_genes.tsv	ENA|CP175239|CP175239.1|provirus_1163590_1176973	0	0	0
CP142353.1_virus_genes.tsv	ENA|CP142353|CP142353.1|provirus_943007_1002776	0	0	0
CP085809.1_virus_genes.tsv	ENA|CP085809|CP085809.1|provirus_2247771_2282922	0	0	0
CP109835.1_virus_genes.tsv	ENA|CP109835|CP109835.1|provirus_3572364_3621802	0	0	0
CP091235.1_virus_genes.tsv	ENA|CP091235|CP091235.1|provirus_1235627_1249010	0	0	0
CP099217.1_virus_genes.tsv	ENA|CP099217|CP099217.1|provirus_3654932_3700752	0	0	0
CP059823.1_virus_genes.tsv	ENA|CP059823|CP059823.1|provirus_827974_870018	0	0	0
CP192503.1_virus_genes.tsv	ENA|CP192503|CP192503.1|provirus_2491470_2522404	0	0	0
CP135175.1_virus_genes.tsv	ENA|CP135175|CP135175.1|provirus_4939055_4951537	0	0	0
CP091895.1_virus_genes.tsv	ENA|CP091895|CP091895.1|provirus_1193416_1206799	0	0	0
CP041183.1_virus_genes.tsv	ENA|CP041183|CP041183.1|provirus_1159559_1188195	0	0	0
CP001485.1_virus_genes.tsv	ENA|CP001485|CP001485.1|provirus_1699485_1711706	0	0	0
CP150783.1_virus_genes.tsv	ENA|CP150783|CP150783.1|provirus_188717_206314	0	0	0
CP139988.1_virus_genes.tsv	ENA|CP139988|CP139988.1|provirus_1417066_1421087	1	1	2
CP137081.1_virus_genes.tsv	ENA|CP137081|CP137081.1|provirus_1188977_1235154	1	1	2
CP011612.1_virus_genes.tsv	ENA|CP011612|CP011612.1|provirus_4895908_4927431	1	1	2
CP021326.1_virus_genes.tsv	ENA|CP021326|CP021326.1|provirus_1270830_1312716	0	1	1
JBREXR000000000_virus_genes.tsv	ENA|JBREXR010000001|JBREXR010000001.1|provirus_1200037_1254943	1	1	2
CP197381.1_virus_genes.tsv	ENA|CP197381|CP197381.1|provirus_2569937_2616993	0	0	0
CP101290.1_virus_genes.tsv	ENA|CP101290|CP101290.1|provirus_2525238_2564375	0	0	0
CP097803.1_virus_genes.tsv	ENA|CP097803|CP097803.1|provirus_3701478_3732618	0	0	0
CP002277.1_virus_genes.tsv	ENA|CP002277|CP002277.1|provirus_523932_565719	0	0	0
CP069646.1_virus_genes.tsv	ENA|CP069646|CP069646.1|provirus_1369671_1386147	0	0	0
CP051342.1_virus_genes.tsv	ENA|CP051342|CP051342.1|provirus_1197877_1226514	0	0	0
CP003726.1_virus_genes.tsv	ENA|CP003726|CP003726.1|provirus_1709125_1750404	0	0	0
CP080462.1_virus_genes.tsv	ENA|CP080462|CP080462.1|provirus_1194848_1246700	1	1	2
CP090348.1_virus_genes.tsv	ENA|CP090348|CP090348.1|provirus_2536654_2590812	0	0	0
CP077971.1_virus_genes.tsv	ENA|CP077971|CP077971.1|provirus_2376998_2462879	0	0	0
OW849139.1_virus_genes.tsv	ENA|OW849139|OW849139.1|provirus_1918889_1959230	1	1	2
CP174601.1_virus_genes.tsv	ENA|CP174601|CP174601.1|provirus_2903340_2958974	1	1	2
LR699007.1_virus_genes.tsv	ENA|LR699007|LR699007.1|provirus_1334120_1379527	1	1	2
CP085824.1_virus_genes.tsv	ENA|CP085824|CP085824.1|provirus_2185891_2251612	0	0	0
CP197316.1_virus_genes.tsv	ENA|CP197316|CP197316.1|provirus_2302632_2341419	0	0	0
CP135824.1_virus_genes.tsv	ENA|CP135824|CP135824.1|provirus_1486659_1523106	1	1	2
CP013013.1_virus_genes.tsv	ENA|CP013013|CP013013.1|provirus_946342_979518	1	1	2
AP025792.1_virus_genes.tsv	ENA|AP025792|AP025792.1|provirus_3079284_3130523	0	0	0
CP114080.1_virus_genes.tsv	ENA|CP114080|CP114080.1|provirus_3689859_3729380	0	0	0
CP086391.1_virus_genes.tsv	ENA|CP086391|CP086391.1|provirus_2845558_2881453	2	1	3
CP040646.1_virus_genes.tsv	ENA|CP040646|CP040646.1|provirus_1121272_1156794	1	1	2
AP018781.1_virus_genes.tsv	ENA|AP018781|AP018781.1|provirus_455766_499223	2	0	2
AP025799.1_virus_genes.tsv	ENA|AP025799|AP025799.1|provirus_920789_941706	1	1	2
CP118279.1_virus_genes.tsv	ENA|CP118279|CP118279.1|provirus_2487165_2495951	0	0	0
CP047279.1_virus_genes.tsv	ENA|CP047279|CP047279.1|provirus_715227_743852	0	0	0
CP166831.1_virus_genes.tsv	ENA|CP166831|CP166831.1|provirus_2223305_2280741	1	0	1
CP098534.2_virus_genes.tsv	ENA|CP098534|CP098534.2|provirus_1171647_1222357	0	0	0
CP151676.1_virus_genes.tsv	ENA|CP151676|CP151676.1|provirus_86301_117545	0	0	0
CP068562.1_virus_genes.tsv	ENA|CP068562|CP068562.1|provirus_3347006_3390841	1	1	2
CP113080.1_virus_genes.tsv	ENA|CP113080|CP113080.1|provirus_2649377_2668965	0	1	1
CP076493.1_virus_genes.tsv	ENA|CP076493|CP076493.1|provirus_2673638_2742263	0	0	0
CP197340.1_virus_genes.tsv	ENA|CP197340|CP197340.1|provirus_165600_213861	0	0	0
AP018677.1_virus_genes.tsv	ENA|AP018677|AP018677.1|provirus_1186752_1197255	0	0	0
CP066130.1_virus_genes.tsv	ENA|CP066130|CP066130.1|provirus_2649699_2689438	1	1	2
CP029922.1_virus_genes.tsv	ENA|CP029922|CP029922.1|provirus_1536750_1571896	0	0	0
CP154418.1_virus_genes.tsv	ENA|CP154418|CP154418.1|provirus_469002_485105	0	0	0
CP051290.1_virus_genes.tsv	ENA|CP051290|CP051290.1|provirus_448102_486333	0	0	0
CP096776.1_virus_genes.tsv	ENA|CP096776|CP096776.1|provirus_2992369_3022661	0	0	0
CP046744.1_virus_genes.tsv	ENA|CP046744|CP046744.1|provirus_2515173_2547921	0	0	0
CP031329.1_virus_genes.tsv	ENA|CP031329|CP031329.1|provirus_565774_600650	0	0	0
CP183425.1_virus_genes.tsv	ENA|CP183425|CP183425.1|provirus_3779896_3796541	0	0	0
CP121766.1_virus_genes.tsv	ENA|CP121766|CP121766.1|provirus_2892833_2945550	0	0	0
CP030768.1_virus_genes.tsv	ENA|CP030768|CP030768.1|provirus_3292482_3340437	2	1	3
CM132286.1_virus_genes.tsv	ENA|CM132286|CM132286.1|provirus_2089499_2129691	0	0	0
AP024847.1_virus_genes.tsv	ENA|AP024847|AP024847.1|provirus_2731258_2767897	0	0	0
CP016762.1_virus_genes.tsv	ENA|CP016762|CP016762.1|provirus_2884494_2974898	0	0	0
AP028402.1_virus_genes.tsv	ENA|AP028402|AP028402.1|provirus_673714_708562	1	1	2
CP000114.1_virus_genes.tsv	ENA|CP000114|CP000114.1|provirus_650032_708264	0	0	0
CP126779.1_virus_genes.tsv	ENA|CP126779|CP126779.1	0	0	0
CP098538.2_virus_genes.tsv	ENA|CP098538|CP098538.2|provirus_1571053_1594866	0	0	0
CP076488.1_virus_genes.tsv	ENA|CP076488|CP076488.1|provirus_213109_247528	1	0	1
CP056232.1_virus_genes.tsv	ENA|CP056232|CP056232.1|provirus_3020064_3065087	1	1	2
CP174864.1_virus_genes.tsv	ENA|CP174864|CP174864.1|provirus_2035187_2084456	0	0	0
CP091018.1_virus_genes.tsv	ENA|CP091018|CP091018.1|provirus_1810977_1820482	0	0	0
CP047679.1_virus_genes.tsv	ENA|CP047679|CP047679.1|provirus_1218298_1260909	0	0	0
CP054227.1_virus_genes.tsv	ENA|CP054227|CP054227.1|provirus_2398084_2411326	1	1	2
CP080587.1_virus_genes.tsv	ENA|CP080587|CP080587.1|provirus_3641170_3681060	1	1	2
CP065131.1_virus_genes.tsv	ENA|CP065131|CP065131.1|provirus_3699510_3741987	1	1	2
CP020514.1_virus_genes.tsv	ENA|CP020514|CP020514.1|provirus_1527771_1574264	1	0	1
CP056336.1_virus_genes.tsv	ENA|CP056336|CP056336.1|provirus_2585577_2624751	1	1	2
CP043401.1_virus_genes.tsv	ENA|CP043401|CP043401.1|provirus_2778325_2829442	1	1	2
CP015020.1_virus_genes.tsv	ENA|CP015020|CP015020.1|provirus_3364443_3380676	0	0	0
CP018919.1_virus_genes.tsv	ENA|CP018919|CP018919.1|provirus_1262402_1309434	1	1	2
CP015229.1_virus_genes.tsv	ENA|CP015229|CP015229.1|provirus_5411428_5461230	2	1	3
CP137175.1_virus_genes.tsv	ENA|CP137175|CP137175.1|provirus_44229_79235	0	0	0
CP071198.1_virus_genes.tsv	ENA|CP071198|CP071198.1|provirus_4430538_4461746	1	1	2
CP025847.1_virus_genes.tsv	ENA|CP025847|CP025847.1|provirus_4020846_4070283	1	1	2
CP175255.1_virus_genes.tsv	ENA|CP175255|CP175255.1|provirus_2354613_2396555	0	0	0
CP116621.1_virus_genes.tsv	ENA|CP116621|CP116621.1|provirus_1488909_1538680	0	0	0
CM128546.1_virus_genes.tsv	ENA|CM128546|CM128546.1|provirus_1916685_1950180	0	0	0
CP154490.1_virus_genes.tsv	ENA|CP154490|CP154490.1|provirus_3068497_3090112	0	0	0
CP115202.1_virus_genes.tsv	ENA|CP115202|CP115202.1|provirus_5468833_5528527	1	1	2
CP038292.1_virus_genes.tsv	ENA|CP038292|CP038292.1|provirus_2527811_2632800	2	2	4
CP034030.1_virus_genes.tsv	ENA|CP034030|CP034030.1|provirus_1587589_1612651	0	0	0
CP142818.1_virus_genes.tsv	ENA|CP142818|CP142818.1|provirus_1128197_1141870	0	0	0
CP040263.1_virus_genes.tsv	ENA|CP040263|CP040263.1|provirus_4326700_4372902	2	1	3
CP025933.1_virus_genes.tsv	ENA|CP025933|CP025933.1|provirus_2287147_2332336	1	1	2
CP183244.1_virus_genes.tsv	ENA|CP183244|CP183244.1|provirus_1982246_2026496	1	1	2
CM128675.1_virus_genes.tsv	ENA|CM128675|CM128675.1|provirus_2776949_2792059	0	0	0
CP176676.1_virus_genes.tsv	ENA|CP176676|CP176676.1|provirus_1515595_1548548	1	1	2
CP115009.1_virus_genes.tsv	ENA|CP115009|CP115009.1|provirus_66954_87607	0	0	0
CP113165.1_virus_genes.tsv	ENA|CP113165|CP113165.1|provirus_3841360_3874049	1	1	2
CP042896.1_virus_genes.tsv	ENA|CP042896|CP042896.1|provirus_4473726_4490246	1	0	1
CP151479.1_virus_genes.tsv	ENA|CP151479|CP151479.1|provirus_994910_1045098	0	0	0
CP034663.1_virus_genes.tsv	ENA|CP034663|CP034663.1|provirus_944017_968062	0	0	0
CP199779.1_virus_genes.tsv	ENA|CP199779|CP199779.1|provirus_5070682_5111055	0	0	0
CP132197.1_virus_genes.tsv	ENA|CP132197|CP132197.1|provirus_2627480_2650195	0	0	0
CP091659.1_virus_genes.tsv	ENA|CP091659|CP091659.1|provirus_4353887_4391467	1	1	2
CP045602.1_virus_genes.tsv	ENA|CP045602|CP045602.1|provirus_1028662_1056121	0	0	0
CP042845.1_virus_genes.tsv	ENA|CP042845|CP042845.1|provirus_1269911_1289123	1	1	2
CP027390.1_virus_genes.tsv	ENA|CP027390|CP027390.1|provirus_920413_1070312	4	3	7
CP026711.1_virus_genes.tsv	ENA|CP026711|CP026711.1|provirus_3025681_3106303	0	0	0
CP162975.1_virus_genes.tsv	ENA|CP162975|CP162975.1|provirus_2943057_2973862	1	1	2
CP030045.1_virus_genes.tsv	ENA|CP030045|CP030045.1|provirus_1268930_1316804	0	0	0
CP062241.1_virus_genes.tsv	ENA|CP062241|CP062241.1|provirus_559304_579886	1	1	2
CP043770.1_virus_genes.tsv	ENA|CP043770|CP043770.1|provirus_990209_1025883	0	0	0
CP041738.1_virus_genes.tsv	ENA|CP041738|CP041738.1|provirus_1224958_1238343	0	0	0
CP029133.1_virus_genes.tsv	ENA|CP029133|CP029133.1|provirus_1783149_1805457	0	0	0
CM130063.1_virus_genes.tsv	ENA|CM130063|CM130063.1|provirus_4614088_4658278	1	1	2
CP078004.1_virus_genes.tsv	ENA|CP078004|CP078004.1|provirus_5903949_5913130	0	0	0
CP116559.1_virus_genes.tsv	ENA|CP116559|CP116559.1|provirus_1099990_1113374	0	0	0
CP061034.1_virus_genes.tsv	ENA|CP061034|CP061034.1|provirus_4916677_4957628	0	0	0
CP012460.1_virus_genes.tsv	ENA|CP012460|CP012460.1|provirus_577066_615717	0	0	0
AP025919.1_virus_genes.tsv	ENA|AP025919|AP025919.1|provirus_3028979_3080720	0	0	0
CP152447.1_virus_genes.tsv	ENA|CP152447|CP152447.1|provirus_3300263_3400279	2	1	3
CP140123.1_virus_genes.tsv	ENA|CP140123|CP140123.1|provirus_3241507_3278022	0	0	0
LS483522.1_virus_genes.tsv	ENA|LS483522|LS483522.1|provirus_1026322_1065997	0	0	0
CP066777.1_virus_genes.tsv	ENA|CP066777|CP066777.1|provirus_2631859_2635914	1	1	2
CP135759.1_virus_genes.tsv	ENA|CP135759|CP135759.1|provirus_1545850_1566213	0	0	0
CP185082.1_virus_genes.tsv	ENA|CP185082|CP185082.1|provirus_3439567_3489020	0	0	0
CP134599.1_virus_genes.tsv	ENA|CP134599|CP134599.1|provirus_2271230_2323707	0	1	1
CP007176.1_virus_genes.tsv	ENA|CP007176|CP007176.1|provirus_1563247_1616638	1	0	1
CM130039.1_virus_genes.tsv	ENA|CM130039|CM130039.1|provirus_914865_938875	0	0	0
CP028626.1_virus_genes.tsv	ENA|CP028626|CP028626.1|provirus_3710670_3747835	2	1	3
CP131898.1_virus_genes.tsv	ENA|CP131898|CP131898.1|provirus_1192483_1292598	0	1	1
CP177077.1_virus_genes.tsv	ENA|CP177077|CP177077.1|provirus_2466584_2497518	0	0	0
CP090535.1_virus_genes.tsv	ENA|CP090535|CP090535.1|provirus_1277066_1326836	1	1	2
CP180685.1_virus_genes.tsv	ENA|CP180685|CP180685.1|provirus_253789_298994	0	0	0
CP019189.1_virus_genes.tsv	ENA|CP019189|CP019189.1|provirus_3017389_3031923	0	0	0
CP044315.2_virus_genes.tsv	ENA|CP044315|CP044315.2|provirus_1174328_1213258	0	0	0
CP121073.1_virus_genes.tsv	ENA|CP121073|CP121073.1|provirus_1203402_1247573	1	1	2
CP076821.1_virus_genes.tsv	ENA|CP076821|CP076821.1|provirus_1679525_1732069	0	0	0
CP031682.1_virus_genes.tsv	ENA|CP031682|CP031682.1|provirus_1597693_1604839	0	0	0
AE016830.1_virus_genes.tsv	ENA|AE016830|AE016830.1|provirus_2697272_2736808	0	0	0
CP010301.1_virus_genes.tsv	ENA|CP010301|CP010301.1|provirus_638750_675437	1	1	2
CP131716.1_virus_genes.tsv	ENA|CP131716|CP131716.1|provirus_310792_341120	1	1	2
CP113051.1_virus_genes.tsv	ENA|CP113051|CP113051.1|provirus_792130_834796	1	2	3
CP047881.1_virus_genes.tsv	ENA|CP047881|CP047881.1|provirus_167739_188179	1	0	1
CP129357.1_virus_genes.tsv	ENA|CP129357|CP129357.1|provirus_436366_475114	0	0	0
CP150716.1_virus_genes.tsv	ENA|CP150716|CP150716.1|provirus_2033219_2064485	1	1	2
CP096775.1_virus_genes.tsv	ENA|CP096775|CP096775.1|provirus_3466192_3503907	0	0	0
CP094772.1_virus_genes.tsv	ENA|CP094772|CP094772.1|provirus_1016502_1043550	0	0	0
CP171658.1_virus_genes.tsv	ENA|CP171658|CP171658.1|provirus_1532340_1559277	0	0	0
CP133442.1_virus_genes.tsv	ENA|CP133442|CP133442.1|provirus_2128113_2139259	0	0	0
CP129250.1_virus_genes.tsv	ENA|CP129250|CP129250.1|provirus_4466657_4483339	0	0	0
CP022663.1_virus_genes.tsv	ENA|CP022663|CP022663.1|provirus_2013864_2068125	1	1	2
CP142820.1_virus_genes.tsv	ENA|CP142820|CP142820.1|provirus_298218_332816	0	0	0
CP087298.1_virus_genes.tsv	ENA|CP087298|CP087298.1|provirus_1074027_1130278	0	1	1
CP053794.1_virus_genes.tsv	ENA|CP053794|CP053794.1|provirus_1810811_1844812	0	0	0
CP134699.1_virus_genes.tsv	ENA|CP134699|CP134699.1|provirus_2223036_2272546	0	0	0
AP023067.1_virus_genes.tsv	ENA|AP023067|AP023067.1|provirus_447331_491958	0	0	0
CP194226.1_virus_genes.tsv	ENA|CP194226|CP194226.1|provirus_1958612_1966481	0	0	0
CP151856.1_virus_genes.tsv	ENA|CP151856|CP151856.1|provirus_994910_1045098	0	0	0
CP132323.1_virus_genes.tsv	ENA|CP132323|CP132323.1|provirus_2968950_2973198	1	1	2
CP086287.1_virus_genes.tsv	ENA|CP086287|CP086287.1|provirus_3284187_3315710	1	1	2
CP197447.1_virus_genes.tsv	ENA|CP197447|CP197447.1|provirus_677082_707220	0	0	0
CP038313.1_virus_genes.tsv	ENA|CP038313|CP038313.1|provirus_3054788_3119185	1	0	1
LT592155.1_virus_genes.tsv	ENA|LT592155|LT592155.1|provirus_1114545_1168148	0	0	0
CP098036.1_virus_genes.tsv	ENA|CP098036|CP098036.1|provirus_1789916_1796773	0	0	0
CP093356.1_virus_genes.tsv	ENA|CP093356|CP093356.1|provirus_5807865_5817487	0	0	0
CP036384.1_virus_genes.tsv	ENA|CP036384|CP036384.1|provirus_475224_493441	0	0	0
CP016563.1_virus_genes.tsv	ENA|CP016563|CP016563.1|provirus_4333745_4354641	1	0	1
CP113080.1_virus_genes.tsv	ENA|CP113080|CP113080.1|provirus_1291207_1343056	1	1	2
CP093854.1_virus_genes.tsv	ENA|CP093854|CP093854.1|provirus_3109672_3150771	1	1	2
CP059477.1_virus_genes.tsv	ENA|CP059477|CP059477.1|provirus_3768328_3823365	1	1	2
CP024881.1_virus_genes.tsv	ENA|CP024881|CP024881.1|provirus_471243_479581	0	0	0
CP097014.1_virus_genes.tsv	ENA|CP097014|CP097014.1|provirus_2160954_2204839	0	0	0
CM129778.1_virus_genes.tsv	ENA|CM129778|CM129778.1|provirus_2967179_3013239	1	1	2
AP025863.1_virus_genes.tsv	ENA|AP025863|AP025863.1|provirus_2958814_2998687	1	1	2
CP030106.1_virus_genes.tsv	ENA|CP030106|CP030106.1|provirus_1516044_1568969	1	1	2
CP110673.1_virus_genes.tsv	ENA|CP110673|CP110673.1|provirus_1804324_1817810	0	0	0
CP051342.1_virus_genes.tsv	ENA|CP051342|CP051342.1|provirus_1113053_1161103	1	1	2
CP092252.1_virus_genes.tsv	ENA|CP092252|CP092252.1|provirus_2300948_2356941	2	1	3
CP132746.1_virus_genes.tsv	ENA|CP132746|CP132746.1|provirus_2583609_2603752	0	0	0
CP021774.1_virus_genes.tsv	ENA|CP021774|CP021774.1|provirus_6422222_6459404	0	0	0
CP127387.1_virus_genes.tsv	ENA|CP127387|CP127387.1|provirus_5339731_5347893	0	0	0
CP040263.1_virus_genes.tsv	ENA|CP040263|CP040263.1|provirus_1347782_1390023	0	0	0
CP196195.1_virus_genes.tsv	ENA|CP196195|CP196195.1|provirus_2724254_2778667	0	0	0
CP100308.1_virus_genes.tsv	ENA|CP100308|CP100308.1|provirus_659805_693916	1	1	2
AP024837.1_virus_genes.tsv	ENA|AP024837|AP024837.1|provirus_839936_885141	0	0	0
AP026106.1_virus_genes.tsv	ENA|AP026106|AP026106.1|provirus_2975660_3054388	1	1	2
CP194924.1_virus_genes.tsv	ENA|CP194924|CP194924.1	0	0	0
CP094926.1_virus_genes.tsv	ENA|CP094926|CP094926.1|provirus_332705_373039	1	0	1
JBREXS000000000_virus_genes.tsv	ENA|JBREXS010000001|JBREXS010000001.1|provirus_2799347_2857635	1	1	2
CP171664.1_virus_genes.tsv	ENA|CP171664|CP171664.1|provirus_1317334_1344271	0	0	0
CP150714.1_virus_genes.tsv	ENA|CP150714|CP150714.1|provirus_2448213_2479099	1	1	2
CP118167.1_virus_genes.tsv	ENA|CP118167|CP118167.1|provirus_2852528_2894561	0	0	0
CP101123.1_virus_genes.tsv	ENA|CP101123|CP101123.1|provirus_929870_981678	1	0	1
CP046527.1_virus_genes.tsv	ENA|CP046527|CP046527.1|provirus_270737_345723	1	1	2
CP098203.1_virus_genes.tsv	ENA|CP098203|CP098203.1|provirus_2945295_2992837	1	1	2
CP104820.1_virus_genes.tsv	ENA|CP104820|CP104820.1|provirus_4545200_4565619	1	0	1
CP077846.1_virus_genes.tsv	ENA|CP077846|CP077846.1|provirus_2812119_2900320	0	0	0
CP020514.1_virus_genes.tsv	ENA|CP020514|CP020514.1|provirus_2869146_2914098	2	1	3
CP137238.1_virus_genes.tsv	ENA|CP137238|CP137238.1|provirus_1579368_1623732	1	1	2
CP056245.1_virus_genes.tsv	ENA|CP056245|CP056245.1|provirus_2155118_2200578	1	1	2
CM127143.1_virus_genes.tsv	ENA|CM127143|CM127143.1|provirus_850082_886918	0	1	1
CP145080.1_virus_genes.tsv	ENA|CP145080|CP145080.1|provirus_1622763_1647128	0	0	0
CP124893.1_virus_genes.tsv	ENA|CP124893|CP124893.1|provirus_1768615_1805040	0	0	0
CP053894.1_virus_genes.tsv	ENA|CP053894|CP053894.1|provirus_1531109_1570777	1	1	2
AP026940.1_virus_genes.tsv	ENA|AP026940|AP026940.1|provirus_90242_102944	0	0	0
CP130126.1_virus_genes.tsv	ENA|CP130126|CP130126.1|provirus_641558_672864	0	0	0
