resolved_accession	length
AP024203.1	2820875
CP123073.1	17907
CP010299.1	2872781
CP018766.1	2900381
CP094854.1	2402
LT671859.1	2794437
CP029475.1	27086
CP017681.1	20653
CP031891.1	27068
CP120117.1	3126
CP033998.1	4525
CP085318.1	2799475
CP138668.1	20721
AP024314.1	3785
CP029663.1	2867357
CP113023.1	34956
CP094800.1	2812046
CP017683.1	39249
CP031665.1	16944
CP080562.1	2947630
CP062380.1	2833222
CP047810.1	27353
CP062341.1	20721
CP058614.1	2473
CP002110.1	2802675
LR027871.1	25922
CP034259.1	2818171
CP025489.1	3269
CP083671.1	2788843
CP123151.1	2870279
CP047839.1	2798472
CP120183.1	33647
CP000703.1	2906700
CP138873.1	2800452
CP041009.1	32188
CP125900.1	31359
CP138568.1	2761652
CP019591.2	2722374
CP062408.1	2824979
CP170611.1	4397
LS483302.1	2751084
CP170694.1	30462
CP018768.1	2835307
CP117979.1	2718711
CP026069.1	2878504
CP094771.1	3783
CP170405.1	4429
CP123127.1	20730
CP123116.1	35194
AP019543.1	2963149
CP134617.1	2749807
CP042154.1	14156
OZ282467.1	2819759
CP170796.1	35539
CP094763.1	2809177
CP047811.1	2758612
CP077853.1	2766976
CP077937.1	18473
CP012118.2	27043
CP011527.1	27490
CP039161.1	2424
OZ197081.1	2930443
CP178880.1	2879035
CP014385.1	3125
CP047848.1	17906
CP181120.1	2919697
CP125895.1	2739823
CP151148.1	60647
CP099498.1	2360
CP102957.1	2719797
CP077938.1	43569
CP147690.1	3125
CP162469.1	2818651
CP047827.1	20731
CP150784.1	2294
CP009681.1	3046210
CP047857.1	34909
CP168444.1	27068
CP089497.1	2891143
CP033865.1	2894587
CP117231.1	27490
CP081355.1	27068
CP070992.1	36441
CP130528.1	2815806
CP047791.1	2896381
CP123155.1	27267
CP186027.1	3019621
CP046476.1	2730873
CP080559.1	3125
CP034349.1	2714208
CP007675.1	25025
CP123101.1	3593
LT992434.1	2730154
CP047782.1	2948281
CP062467.1	2934806
CP015646.1	2742807
CP119111.1	4301
CP138567.1	34997
CP094664.1	27265
CP089478.1	31560
CP062392.1	24655
CP062335.1	20691
CP150766.1	2812079
CP170794.1	2473
CP123166.1	2812492
OZ197082.1	2818766
CP025496.1	3269
CP012970.1	2726196
OX344719.1	2918353
CP184552.1	29326
OZ261714.1	2936196
AP019305.1	2963259
CP131662.1	34746
CP014374.1	2473
CP062315.1	27035
CP118835.1	2797779
CP091523.1	2833771
CP118832.1	2797782
LR130517.1	3011
CP168158.1	2893290
CP134535.1	25109
CP062406.1	2717651
LT992465.1	2843512
CP081356.1	3126
CP047777.1	2806864
CP130512.1	2824934
CP155817.1	2857816
CP022721.1	20730
CP181119.1	3125
CP176713.1	2488
CP047847.1	2781568
CP062386.1	2747630
CP066490.1	2282
CP062416.1	2746529
CP060491.1	2882893
CP119112.1	2271
CP143801.1	20403
CP019945.1	2885865
CP070984.1	20730
CP151257.1	2913182
CP077897.1	2764234
CP042005.1	16596
CP020960.1	2955000
CP026954.1	6318
CP120162.1	2783779
LN831037.1	6578
AP017891.1	2809401
CP006840.1	3011
CP047822.1	2816598
LR134271.1	2859840
CP178877.1	2879034
CP162432.1	5991
CP035369.1	2875046
CP029031.1	2872769
AP024732.1	2803577
CP094853.1	2963184
CP162441.1	24666
CP126631.1	2742607
CP077894.1	2795787
CP012756.1	2846866
CP039450.1	3011
CP068683.1	17697
CP015818.1	35415
AJ938182.1	2742531
CP120079.1	2783770
CP016860.2	61505
CP192214.1	2843205
CP060278.1	2762291
CP094782.1	2777142
CP162479.1	3515
CP130517.1	2802475
CP015175.1	3085
CP113105.1	2833462
CP170605.1	2888163
CP167768.1	27068
CP131656.1	4397
CP089493.1	2937421
CP123129.1	39466
CP065200.1	1475
CP026961.1	2873867
CP139160.1	25960
CP055225.1	2874400
CP014438.1	2915433
CP003979.1	2751266
CP170394.1	4438
CP130510.1	2777936
CP168092.1	41864
CP053185.1	2840643
CP167763.1	27267
CP007676.1	2842022
CP007176.1	2921008
CP170438.1	8080
CP168014.1	2744052
CP000045.2	4440
CP022907.1	27573
LR130511.1	2733460
CP170421.1	4232
CP165630.1	2967495
CP157310.1	2925870
CP012976.1	2749822
CP170419.1	2800517
CP047778.1	2858867
CP029653.1	2963657
CP165636.1	2727069
CP026070.1	2740361
CP006044.1	2850503
CP047819.1	2477
CP131669.1	33066
CP123103.1	25060
CP093933.1	2840551
CP014405.1	2473
CP014447.1	3567
CP150888.1	2895282
CP132368.1	2740487
CP062465.1	2833283
CP123169.1	20638
OZ059820.1	2927810
CP170413.1	4131
CP168096.1	2779737
CP026063.1	2764708
CP132505.1	3153
CP077892.1	24233
CP007672.1	2840312
CP104476.1	2755075
CP120120.1	3174
CP045469.1	15916
CP120001.1	2738126
LR133917.1	2749900
CP012016.1	2903
CP047820.1	2763968
CP119345.1	27498
CP002643.1	2913900
CP118862.1	37714
CP113033.1	20267
CP130539.1	40034
CP014388.1	3125
AP020325.1	30220
CP077880.1	2855358
CP152421.1	39709
CP043394.1	3123
CP170695.1	20653
CP122484.1	2724116
CP103860.1	2891173
CP170699.1	20730
CP034005.1	2818363
CP095116.1	2853773
CP029650.1	40931
CP150743.1	2784767
CP138667.1	2755264
CP158667.1	2856082
CP162425.1	2825658
CP104561.1	8033
CP095115.1	29795
LS483317.1	2818899
CP162449.1	2860856
CP176564.1	2876497
CP119708.1	42746
CP151126.1	13364
CP170767.1	2770467
CP026971.1	1641
CP047868.1	2348
CP123133.1	7890
CP149494.1	3011
CP070988.1	2473
CP000730.1	2872915
CP019594.2	2793232
CP059180.1	2697590
CP014415.1	2919910
CP029087.1	2909586
CP062372.1	2696877
CP047849.1	2752646
CP077898.1	2764236
CP192815.1	8878
CP060492.1	10854
CP162420.1	2858037
CP030323.1	2790267
CP170428.1	4437
CP099497.1	2806809
CP029681.1	2834434
CP170786.1	40663
CP011147.1	2849811
CP047842.1	17906
CP181123.1	2399
CP040229.2	2758447
CP198996.1	2745024
CP029085.1	27267
CP062382.1	2895508
CP125865.1	3567
CP171381.1	2276
CP155060.1	2827026
CP022682.1	2814270
CP014424.1	3125
CP080554.1	23058
CP122490.1	2740176
CP118861.1	35890
CP062321.1	27068
CP042046.1	2780737
CP184546.1	20731
CP038612.1	2841948
CP047814.1	3785
CP123744.1	2749051
CP156986.1	2724920
CP142839.1	2910322
CP150893.1	2775823
CP170782.1	32186
CP192827.1	2866523
CP169266.1	2868882
CP138360.1	2827946
CP127019.1	3093943
CP170675.1	2965840
CP029648.1	2473
CP150776.1	55542
CP053641.1	27268
CP194910.1	2471
CP113031.1	5187
CP041010.1	2964112
CP077908.1	2764234
LT671860.1	27437
CP092540.1	2898679
CP192818.1	35202
CP006630.1	2833899
CP022898.1	2824814
CP077884.1	16616
AP024170.1	2838668
CP181099.1	2775504
CP191238.1	2741119
OZ261680.1	2747394
CP130505.1	2789870
CP087593.1	2884045
CP047799.1	2821898
CP029674.1	25109
AP024728.1	2810065
CP150788.1	2861767
CP150757.1	42585
LT598688.1	2878896
CP077890.1	30433
CP094790.1	22235
CP156984.1	2903815
CP192808.1	2876948
CP192816.1	2793540
CP170687.1	2724348
CP132039.1	29106
CP168223.1	3332
CP011874.1	2869563
CP062329.1	2720516
CP138881.1	2787772
LT996891.1	2730986
CP150752.1	2922628
OZ197093.1	2927762
CP178536.1	2825309
CP125868.1	20966
CP136527.1	3125
CP062378.1	2774090
CP020619.1	2874399
CP023500.1	2769588
CP120175.1	33701
CP119710.1	2802477
CP089506.1	3010529
CP065194.1	2839435
CP077852.1	2766978
CP123168.1	2752786
CP184720.1	27068
CP077858.1	2766990
CP120016.1	4439
CP167934.1	2880504
AP024312.1	3785
CP029082.1	2911287
CP138885.1	25761
CP062418.1	2743409
CP157004.1	2473
CP094750.1	2786100
CP077755.1	2846304
CP083729.1	27440
CP094802.1	31585
CP123089.1	4170
CP170790.1	2849009
CP092581.1	2872486
CP120014.1	2738126
CP139868.1	2806346
CP094444.1	48552
CP113037.1	2855101
HE579059.1	2759510
CP120036.1	2734931
CP070983.1	2768386
CP184544.1	20731
CP033997.1	3011
CP132367.1	2718855
LR822060.1	2971047
CP083730.1	2473
CP047923.1	39227
CP089158.1	30818
CP099577.1	16683
LN626917.1	2874302
CP077870.1	2855872
CP077916.1	2748821
CP011870.1	2909049
CP123738.1	2760030
CP170700.1	4440
CP012757.1	42747
CP104560.1	30064
CP014375.1	4397
CP077740.1	3048
CP018205.1	2819767
CP042348.1	2832989
CP184660.1	3125
CP134068.1	2683381
AP024723.1	2849402
CP047863.1	2819688
CP166865.1	2756616
LR027877.1	2936184
CP014427.1	3125
CP133662.1	3330
CP031667.1	2875880
CP162436.1	2925101
CP065197.1	2990
CP123111.1	4068
CP149809.1	27004
CP014418.1	3567
CP093931.1	36923
CP132364.1	2230
CP170411.1	2765621
CP047802.1	2871741
CP026967.1	3319
CP094786.1	22235
CP165639.1	24654
CP077888.1	2745573
CP123106.1	2829304
CP033978.1	1491
CP176568.1	2920348
AP020318.1	2822409
CP123162.1	2729099
CP094774.1	42055
CP184714.1	2712954
CP146210.1	3118776
CP080771.1	20724
CP120021.1	20730
CP029661.1	28166
CP123740.1	2766188
CP162444.1	2779306
LR130520.1	3125
CP132040.1	7199
CP178869.1	4439
CP184555.1	2832555
CP062439.1	2822484
CP103849.1	3126
CP092544.1	2818951
LT992475.1	2904888
CP170673.1	2844216
CP013132.1	2719261
CP077928.1	2754404
CP001783.1	4440
CP120055.1	3225
CP138865.1	2473
CP026959.1	10825
CP120203.1	3128
CP168497.1	2764733
CP030324.1	27168
CP026968.1	2840018
CP033984.1	3011
CP168161.1	20403
CP092447.1	2732224
CP077868.1	2757281
CP026958.1	2878505
CP192837.1	20721
CP092541.1	24653
CP033995.1	4525
CP019566.1	2622
CP170715.1	2473
CP151124.1	27068
CP040232.1	2876350
CP062337.1	20730
CP072116.1	2873962
CP089494.1	33111
CP041000.1	4496
AP027135.1	2802260
CP069472.1	3125
CP165642.1	2848375
CP120113.1	3121
CP130501.1	2843039
CP119339.1	4908
CP199996.1	2740068
CP184661.1	27037
CP066494.1	2372
CP167945.1	3125
LT992460.1	2906460
CP073065.1	2783931
CP053638.1	27018
CP027788.1	3044721
CP120132.1	2783848
CP083261.1	2465
CP157774.1	20653
FN433597.1	29585
CP133660.1	2866072
CP162423.1	41460
CP080551.1	2796963
CP120012.1	20730
CP047798.1	2752372
CP096529.1	35612
CP170434.1	2768242
JBROPS000000000.1	26806
JBROPS000000000.1	135038
JBROPS000000000.1	124829
JBROPS000000000.1	29381
JBROPS000000000.1	35869
JBROPS000000000.1	129782
JBROPS000000000.1	77649
CP123069.1	20721
LR027870.1	2885009
CP029657.1	2911284
CP162430.1	2955727
LT992468.1	2910878
CP007454.1	2764699
LT992466.1	2789928
CP077934.1	28425
CP062356.1	2722643
CP062343.1	20691
CP089487.1	2893500
CP029629.1	2808798
CP170403.1	8071
CP132365.1	2755141
CP080558.1	19845
CP031661.1	2823570
CP151141.1	2383
CP022720.1	2730989
CP119344.1	2798125
CP123144.1	2792995
CP035791.1	2820177
CP077929.1	30537
JBROPQ000000000.1	80727
JBROPQ000000000.1	128570
JBROPQ000000000.1	40907
JBROPQ000000000.1	864
JBROPQ000000000.1	38981
JBROPQ000000000.1	10025
CP157302.1	2901695
CP017094.2	2856605
CP170777.1	2473
CP123163.1	24885
CP097114.1	2732583
CP123094.1	2400
CP026075.1	23690
CP062374.1	3566
CP130529.1	2801904
CP102955.1	2749407
CP089505.1	32188
CP134620.1	2708529
CP062325.1	27068
CP170392.1	2796418
CP012011.1	3046545
CP090877.1	2807449
CP123140.1	35636
CP123749.1	2798460
CP120119.1	33647
CP181131.1	2881757
CP077739.1	1373
CP178884.1	4439
CM129893.1	2785768
CP059155.1	2877266
CP034098.1	2732619
CP192435.1	2799120
HE579068.1	37285
CP123110.1	2841165
CP150655.1	39287
CP077738.1	2871141
CP170431.1	4440
CP077875.1	14542
CP094755.1	2813489
CP168438.1	2473
CP094855.1	3011345
CP150742.1	2791788
LT992477.1	2875548
CP099500.1	37964
CP031838.1	2855865
CP123128.1	2762438
LS483350.1	2827594
CP014365.1	2904958
CP154863.1	2791376
CP123082.1	2905888
CP168222.1	2473
JBREYD000000000.1	11376
JBREYD000000000.1	7033
JBREYD000000000.1	90208
JBREYD000000000.1	54915
JBREYD000000000.1	110268
JBREYD000000000.1	119235
JBREYD000000000.1	2585
JBREYD000000000.1	108139
HE579066.1	30853
CP130511.1	42533
CP125899.1	2727404
AP017321.1	55980
CP138869.1	2796316
CP089154.1	2737790
CP138663.1	2770550
CP192822.1	26997
CP120034.1	33647
CP157312.1	3125
CP094773.1	2809587
CP178921.1	20756
CP184549.1	2756482
LR134085.1	2846632
CP120201.1	2783698
CP170680.1	1552
CP026957.1	2820631
CP053354.1	54059
CP170395.1	2510
CP050690.1	2741492
CM130722.1	2920352
CP077882.1	15415
CP038229.1	2746673
CP120026.1	20730
CP178839.1	2678638
CP123072.1	2712507
CP014399.1	25980
CP029084.1	2793317
CP000731.1	27041
OZ197101.1	2927772
CP062403.1	2735271
CP130550.1	2800181
CP194909.1	2860533
CP151256.1	19758
CP022906.1	2892914
CP031664.1	2823570
CP131661.1	2739148
CP062390.1	2791691
CP003194.1	2846546
CP007674.1	2839253
CP151151.1	2473
CP133443.1	2276
CM129843.1	2716953
CP168643.1	17697
AP019545.1	2961166
CP109934.1	28243
CP002114.3	2818670
CP149938.1	25925
CP123113.1	7910
CP178886.1	2879034
LT615218.1	2771577
CP083728.1	2837586
CP035370.1	3125
CP166018.1	2791438
CP007678.1	20291
CP162443.1	21326
CP120652.1	2840424
CP033977.1	2864392
CP150741.1	7032
CP148079.1	2896459
CP077887.1	28358
CP169947.1	2920694
CP120015.1	20724
CP062345.1	17329
CP022903.1	2913163
CP031663.1	1266
CP012596.1	23351
CP029667.1	2897877
CP150750.1	7876
CP062336.1	2728104
CP077876.1	28395
AP024739.1	40197
CP168442.1	2870493
CP014432.1	2915434
CP090876.1	2731384
CP176716.1	39305
CP059156.1	2853017
CM129894.1	2777234
LT009691.1	25689
CP123098.1	55496
CP184550.1	38093
CM130720.1	2924676
CP184568.1	20731
CP199540.1	2736947
CP090408.1	52881
CP094764.1	26231
AP024744.1	21326
CP053101.1	2843534
CP026067.1	2881244
CP077869.1	2757494
CP033974.1	3011
CP170775.1	2994
CP181111.1	2919215
CP014370.1	27068
CP199006.1	2737451
CP053640.1	2843306
CP035005.1	2796411
CP165778.1	3125
CP047858.1	27268
CP192812.1	20735
CP019564.1	20658
CP029670.1	27276
CP130536.1	2786813
CP151147.1	9570
CP094781.1	36926
CP120037.1	20730
CP160635.1	2849472
CP007178.1	3125
CP138879.1	30765
CP066489.1	27524
CP157309.1	36446
CP192216.1	35429
LR134091.1	2750707
CP113027.1	2921835
CP147688.1	2923424
CP123071.1	4209
CP129563.1	26759
CP170763.1	2775243
CP165631.1	1657
CP170684.1	27268
CP120135.1	33777
CP167935.1	3125
AP017922.1	2729352
CP138892.1	2794012
CP149808.1	3125
CP130503.1	2824559
CP170436.1	2743525
CP120111.1	2783696
CP139025.1	2869959
CP199009.1	36202
LR130510.1	24885
AP023035.1	25058
CP184658.1	2864641
CP120116.1	33706
CP010404.1	2473
CP092547.1	2820042
CP178881.1	4439
CP098255.1	2778850
CP184556.1	20729
CP047830.1	2730743
CP014368.1	2919706
CP162448.1	111090
CP047812.1	20730
CP013620.1	1442
CP123150.1	3125
CP113050.1	22943
CP077920.1	2749120
HE579072.1	23759
CP151146.1	2857735
AP014921.1	2808921
CP010295.1	2872768
CP098729.1	3011
CP149461.1	2783708
CP047021.1	2791940
CP123138.1	27265
CP123149.1	2872783
CP166861.1	2770716
CP129361.1	1442
CP053076.1	25664
CP102952.1	2762112
CP138877.1	2473
CP102970.1	2810912
CP170439.1	2900830
CP077854.1	2766976
CP070986.1	2779154
CP167988.1	27068
LR027876.1	2930439
CP077917.1	2748827
CP170422.1	2785802
CP162462.1	42654
CP167938.1	26805
CP169946.1	27067
CP113010.1	37869
CP014381.1	2919719
CP029080.1	2786146
CP134803.1	2798171
CP080560.1	2931169
CP120067.1	2783770
CP123085.1	20730
CP120168.1	43859
CP017678.1	27264
CP062340.1	2771054
CP147693.1	3923
CP181104.1	2876431
CP047835.1	2774422
CP040624.1	27267
CP077900.1	69790
CP012594.1	55713
CP168443.1	41710
CP138670.1	2776253
CP094791.1	2917190
CP094751.1	31460
CP014390.1	2473
CP130516.1	2808217
CP019593.2	2790096
CP183426.1	2731268
CP168975.1	2935017
CP191241.1	69491
CP170674.1	2720667
CP183318.1	3125
CP131651.1	3125
AP014943.1	27490
CP092564.1	24653
CP094798.1	37066
CP139867.1	19762
CP042160.1	1435
CP170713.1	2830881
CP170683.1	2823214
CP150737.1	2796594
CP119114.1	2391
CP156175.1	2772504
CP142600.1	2819758
CP038021.1	2860082
CP102967.1	2748600
CP170579.1	2887641
CP077918.1	52934
CP169267.1	2868940
CP168157.1	27267
CP134802.1	24654
CP168016.1	37994
CP120022.1	2395
CP165633.1	41213
CP135966.1	2723132
CP171212.1	4439
CP113013.1	6869
CP120122.1	33911
CP045471.1	15877
CP150654.1	11451
CP080561.1	25109
CP099505.1	20723
CP119340.1	2835978
CP091066.1	2741379
CP077935.1	256180
CP152315.1	27268
CP138456.2	2473
CP042155.1	2880
CP194231.1	2820460
CP151140.1	2918888
OZ059823.1	2927838
CP132371.1	2777921
CP184566.1	20730
CP150739.1	2825857
CP094793.1	2785555
CP123852.1	2772443
CP022607.1	2731682
CP123853.1	2772454
CP014416.1	27098
CP096526.1	2817149
CP138891.1	2473
CP092475.1	2838421
CP113231.1	2755118
CP120095.1	3121
CP120006.1	4441
CP061349.1	2792190
CP039163.1	23118
CP167936.1	4439
CP085312.1	2555
CP062409.1	2736151
CP094780.1	2785549
LT992457.1	37176
CM130025.1	2762250
CP168010.1	2783117
AP024740.1	21326
CP162442.1	2818903
CP080552.1	2903929
CP150772.1	60430
CP165779.1	27067
CP123160.1	2733218
LR134139.1	2759837
CP062320.1	2816537
CP181153.1	2900300
AP024315.1	2788471
CP085315.1	10473
CP092557.1	24653
CP094746.1	29794
CP012978.1	2678881
FR714928.1	2241
CP077905.1	33201
CP013137.1	2803594
CP033980.1	3785
AM990992.1	2872582
CP125897.1	2807494
CP181107.1	2877682
CP077909.1	46752
CP102975.1	2769676
CP025481.1	3459
CP079715.1	2835652
CP166859.1	2907509
CP120004.1	2738126
LR130512.1	27204
CP150756.1	2819047
CP025490.1	3269
CP096524.1	4397
CP168155.1	27268
LT992458.1	2879411
CP170765.1	2820838
CP170415.1	29320
CP136525.1	37136
CP019117.1	2804759
CP158131.1	2816631
CP113007.1	3019690
CP053070.1	2860303
CP077889.1	2745576
CP119715.1	2807167
CP043390.1	4439
CP014791.1	2664662
CP013953.1	2955147
CP012595.1	15957
CP006706.1	2736560
CP192825.1	27068
CP151259.1	26375
CP014425.1	27068
CP113045.1	36673
CP150734.1	21326
CP026953.1	2834575
CP060584.1	2842754
CP157421.1	2473
CP006839.1	27326
AP014922.1	32580
CP031672.1	2241
CP028470.1	2774523
FR821779.1	2750834
CP062404.1	2798569
CP047833.1	2777431
CP022582.1	2905353
CP015447.2	3038845
CP150735.1	2762932
CP094799.1	2812044
CP094787.1	2764529
CP086215.1	2866462
CP094770.1	2800218
CP168088.1	30078
CP132486.1	2836219
CP130531.1	2732961
CP146216.1	27332
CP168437.1	2724631
CP011879.1	6374
OZ197083.1	2927769
CP011872.1	65525
CP113042.1	2921468
CP026074.1	2877716
CP045468.1	2784709
CP170407.1	36913
CP094745.1	2838188
CP157775.1	3567
CP169950.1	3125
CP195250.1	35293
CP082813.1	2737085
AM990994.1	4381
CP149462.1	28985
CP080549.1	24653
AP024171.1	24653
AP024317.1	3909
CP120108.1	2783699
CP169944.1	2919073
CP033990.1	2818171
CP062352.1	2722643
CP077903.1	53996
CP083259.1	2908126
CP077911.1	2919985
CP014394.1	25980
CP047841.1	2738812
FN433596.1	3043210
CP147695.1	27068
CP039448.1	2857169
AP028992.1	2862922
CP123068.1	2780160
CP026077.1	2697122
CP102966.1	2771147
CP102956.1	2791680
CP176569.1	35372
CP123139.1	2828203
CP073064.1	4397
CP094765.1	2904299
CP048646.1	24637
AP019751.1	2905582
CP162465.1	2860848
CP138862.1	2836284
AP018349.1	2809565
CP132036.1	2749271
CP123090.1	3125
CP131660.1	28311
CM130721.1	2816715
CP012977.1	17307
CP113017.1	29813
CP077924.1	2719166
CP191242.1	2832902
CP170417.1	4097
CP120110.1	3152
CP094767.1	4740
CP016854.2	53799
CP184731.1	2366
CP020957.1	2795888
CP077926.1	2754402
CP152314.1	2749557
CP172401.1	2833167
CP102965.1	5529
CP150740.1	30215
CP014395.1	2473
CM129896.1	2777233
CP080556.1	2922932
CP011529.1	17905
CP043844.1	20729
LR130513.1	2823292
CP170397.1	2782307
CP131670.1	2841671
CP055226.1	3125
CP011871.1	65517
CP192817.1	2855930
CP077902.1	59144
CP156695.1	2903814
CP122485.1	2923989
AP027134.1	2801090
CP165635.1	20403
CP053637.1	25430
CP022911.1	23160
CP148077.1	27068
AP024733.1	21326
CP077915.1	2732780
CP014366.1	3125
CP062344.1	2792814
CP123122.1	7880
CP033985.1	3785
CP017682.1	2786129
CP014392.1	2918010
CP129559.1	35724
CP000046.1	2809422
CP011878.1	65507
CP166858.1	2910987
CP130504.1	53138
CP121206.1	2461
CP089157.1	2740465
CP134047.1	2869088
CP085319.1	35294
CP089498.1	2933324
CP113021.1	29941
CP123141.1	8049
CP023561.1	2772690
CP062376.1	2735674
CP199011.1	36202
CP166857.1	2956814
CP031668.1	18320
CP134534.1	2903623
CP014444.1	2919910
CP129358.1	42033
JBRKZO000000000.1	130577
JBRKZO000000000.1	54931
JBRKZO000000000.1	76704
JBRKZO000000000.1	78759
JBRKZO000000000.1	37045
JBRKZO000000000.1	58235
JBRKZO000000000.1	19109
JBRKZO000000000.1	42344
CP007673.1	25054
CP047321.1	2899307
AP020323.1	20547
JBRKZP000000000.1	13174
JBRKZP000000000.1	612
JBRKZP000000000.1	129280
JBRKZP000000000.1	49871
JBRKZP000000000.1	32488
JBRKZP000000000.1	23216
JBRKZP000000000.1	38289
JBRKZP000000000.1	4757
OZ197080.1	2818789
CP010297.1	2872764
CP029680.1	2910130
CP017677.1	2730395
CP172434.1	2992
LR134086.1	2844405
CP012973.1	20633
CP094777.1	3587
CP138878.1	2803045
CP125861.1	2823702
CP029652.1	2785050
LR027874.1	2999728
CP192820.1	41382
CP023391.1	2878897
CP178922.1	4432
CP156176.1	27268
CP089482.1	34305
CP166863.1	2859759
CP167764.1	2816922
CP123130.1	2701216
CP168091.1	2961621
CP047796.1	2848793
CP157003.1	3011
CP130537.1	2795768
CP149974.1	2913135
CP016398.1	2760844
CP094778.1	2861704
CP170440.1	20732
CP123115.1	2830847
CP051191.2	2879954
CP012974.1	2749890
CP192806.1	27701
CP113047.1	2752982
CP062370.1	2735115
LT009690.1	2831681
CP047844.1	20730
CP143800.1	2753159
CP168718.1	28974
CP132029.1	2764740
CP069470.1	2856112
CP102964.1	8268
CP166856.1	2885390
CP077855.1	2766978
CP077877.1	2855353
AP024734.1	2862025
CP034011.1	2818364
CP123152.1	27438
CP120177.1	2783770
CP184551.1	2755432
CP080557.1	42253
CP092538.1	2898241
CP150755.1	24665
CP003033.1	2692570
CP128387.1	2806604
AP020321.1	30217
CP167933.1	23059
CP089587.1	26732
CP151117.1	27257
BX571858.1	20652
CP102959.1	2744047
CP097115.1	2732260
AP025176.1	2832400
CP062471.1	2846786
CP047866.1	27266
CP062347.1	45230
CP169949.1	2876334
CP157773.1	2766693
LR130509.1	2725220
CP039996.1	21682
CP132495.1	2992
CP162113.1	2703747
CP047861.1	2853973
CP089159.1	2917327
CP094769.1	39402
CP092549.1	24653
CP170681.1	2986075
CP123146.1	4439
CP042156.1	1435
CP089492.1	35564
CP094757.1	36939
CP123109.1	7890
LT992473.1	2868774
CP162117.1	2462
CP181164.1	2874912
CP038819.1	2761328
CP043843.1	2796040
CP019595.2	2790204
CP096525.1	3971
CP157772.1	2537
CP181118.1	27069
CP066495.1	2282
CP096538.1	2407
CP181144.1	27266
CP047821.1	27406
CP070987.1	19830
CP068144.1	19758
HE579061.1	2759512
CP151150.1	24818
CP102971.1	2753055
CP091524.1	2483
CP162439.1	24664
CP131649.1	2879075
CP062440.1	3126
CP158285.1	27490
CP171211.1	23983
CP077893.1	2745575
CP152410.1	3125
CP014431.1	27068
CP093936.1	33507
CP077931.1	2754414
CP120046.1	3126
CP120030.1	2783708
CP104478.1	2755077
CP192836.1	2781320
CP029032.1	2872769
CP162463.1	2855838
CP014377.1	3125
CP014379.1	2473
CP160636.1	27267
CP181151.1	2771363
CP120126.1	45948
CP013955.1	2910941
CP011875.1	3711
CP132372.1	2754694
AP009351.1	2878897
CP169945.1	3125
CP120019.1	3131
LR130519.1	27037
CP120003.1	4451
CP083434.1	2794578
CP169293.1	2839107
CP098256.1	27490
CP053183.1	2795946
CP029678.1	2921067
CP120143.1	2741006
CP077891.1	39879
CP092825.1	2788282
CP132491.1	2755663
CP132033.1	2722329
CP029627.1	2844513
CP092582.1	24653
CP147694.1	2840162
CP062407.1	2810033
CP031888.1	2866342
CP132363.1	27270
CP092554.1	2897962
CP014419.1	32098
CP120169.1	3139
CP181147.1	27266
CP022909.1	26240
CP132038.1	2797560
CP167765.1	2872145
CP062353.1	29018
CP062417.1	2735946
CP075563.1	2732997
AP024727.1	21326
CP003603.1	2789538
LT992469.1	2871094
CP155059.1	2742745
CP043386.1	2879031
CP034009.1	3011
CP178888.1	3125
CP181117.1	2877705
CP080564.1	2757377
CP013218.1	2831848
CP062421.1	2731025
CP115046.1	2762290
CP150764.1	21326
CP116910.1	41081
CP022717.1	2814328
CP125866.1	1373
CP096541.1	13757
CP162454.1	2819128
CP022895.1	2806113
CP134804.1	84098
CP183316.1	27066
CP065199.1	2752938
CP065857.1	2827195
CP092562.1	24653
CP034102.1	2864632
LS483308.1	2761079
CP053186.1	20736
CP091525.1	2874007
CP094795.1	2746361
CP184562.1	20758
CP157306.1	2842199
CP192834.1	41457
CP168436.1	2884808
CP011880.1	2992
CP123119.1	2760049
CP084878.1	2673223
CP019567.1	4817
CP062364.1	2726923
CP042157.1	2840146
AP019546.1	21014
CP170401.1	2772060
CP093932.1	34990
CP178883.1	2879034
CP092548.1	78566
CP014434.1	27079
CP102963.1	2818897
CP014446.1	2415
CP000258.1	37136
CP014437.1	27068
CP119343.1	2920
CP130532.1	88714
CP042153.1	2781709
CP123136.1	2400
LR027872.1	25552
CP042003.1	2819586
AM990993.1	5246
CP047855.1	27159
CP181148.1	2822180
CP150774.1	42652
CP007177.1	27068
CP150775.1	2855884
CP131673.1	2366
CP012120.2	2864345
CP034008.1	2818364
CP048431.1	2752113
CP077904.1	50626
CP011685.1	2848095
JBSDWS000000000.1	104362
JBSDWS000000000.1	57575
JBSDWS000000000.1	39360
JBSDWS000000000.1	102085
JBSDWS000000000.1	188921
JBSDWS000000000.1	69710
JBSDWS000000000.1	44345
AP018924.1	21326
CP062366.1	2923504
CP120080.1	33701
CP029166.1	2915384
CP148992.1	2795256
LT992461.1	2891536
CP191243.1	35412
CP191239.1	30582
CP168011.1	27268
CP146211.1	20879
CP094752.1	2813486
CP062326.1	2725874
CP026956.1	2117
CP136526.1	4439
CP131655.1	2857030
CP031779.1	2782740
CP090879.1	2828753
CP021907.1	2792213
CP102961.1	2799824
CP011881.1	3463
CP062393.1	2794450
CP184541.1	2794568
CP170800.1	2792191
CP134533.1	2753467
CP150758.1	2779331
CP181101.1	27266
CP013182.1	2771849
CP094926.1	2856550
CP152420.1	2727332
